"Year","Geography","Geography.Type","Geography.Note","Data.Type","Total.Violent.Criminal.Code.Violations","Homicide","Murder..First.degree","Murder..Second.degree","Manslaughter","Total.other.violations.causing.death","Attempted.Murder","Sexual.Assault..Level.3..Aggravated","Sexual.Assault..Level.2..with.a.Weapon.or.Bodily.Harm","Sexual.Assault..Level.1","Total.Sexual.Violations.Against.Children","Luring.a.child.via.a.computer","Assault..Level.3..Aggravated","Assault..Level.2..with.Weapon.or.Causing.Bodily.Harm","Assault..Level.1","Assault.Peace.Officer","Total.Other.Assaults","Total.Firearms..use.of...discharge..pointing","Total.Robbery","Total.forcible.confinement.or.kidnapping","Total.Abduction","Extortion","Criminal.Harassment","Uttering.Threats","Threatening.or.Harassing.Phone.Calls","Total.Other.Violent.Violations","Total.Property.Crime.Violations","Total.Breaking.And.Entering","Possession.of.Stolen.Property","Total.Theft.of.Motor.Vehicle","Theft.of.Motor.Vehicle.Over..5.000","Theft.of.Motor.Vehicle..5.000.or.Under","Total.Theft.Over..5.000","Theft.Over..5.000..non.motor.vehicle.","Theft.Over..5.000.from.a.motor.vehicle","Shoplifting.Over..5.000","Total.Theft.Under..5.000","Theft..5.000.or.under..non.motor.vehicle.","Theft..5.000.or.under.from.a.motor.vehicle","Shoplifting..5.000.or.Under","Fraud","Identity.Theft","Identity.Fraud","Total.Mischief","Arson","Total.Other.Criminal.Code.Violations","Counterfeiting","Total.weapons.violations","Possession.of.weapons","Firearms.documentation.or.administration","Child.pornography","Total.prostitution","Disturb.the.peace","Total.administration.of.justice.violations","Fail.to.comply.with.order","Prisoner.unlawfully.at.large","Fail.to.appear","Breach.of.probation","Other.violations.against.the.administration.of.law.and.justice","Total.other.violations","Indecent.acts","Obstruct.public.or.peace.officer","Trespass.at.night","Utter.threats.to.property.or.animal","Firearms.and.other.offensive.weapons","Proceeds.of.crime","Total.Criminal.Code.Traffic.Violations","Total.Impaired.Driving","Impaired.Operation..Causing.Death","Impaired.Operation..Causing.Bodily.Harm","Impaired.Operation.of.Motor.Vehicle..Vessel.or.Aircraft","Impaired.Operation..Drugs..Vehicle..Vessel.or.Aircraft","Impaired.Operation..Failure.to.Provide.Beath.Sample","Failure.to.Comply.or.Refusal..Drugs.","Impaired.Operation..Failure.to.Provide.Blood.Sample","Failure.to.Provide.Blood.Sample..Drugs.","Total.Other.Criminal.Code.Traffic.Violations","Dangerous.Operation..Causing.Death","Dangerous.Operation..Causing.Bodily.Harm","Dangerous.Operation.of.Motor.Vehicle..Vessel.or.Aircraft","Dangerous.Operation.Evading.Police..Causing.Death","Dangerous.Operation.Evading.Police..Causing.Bodily.Harm","Dangerous.Operation.of.Motor.Vehicle.Evading.Police","Failure.to.Stop.or.Remain","Driving.While.Prohibited","Other.Criminal.Code.Traffic.Violations","Causing.Bodily.Harm.by.Criminal.Negligence.While.Street.Racing","Dangerous.Operation.Causing.Death.While.Street.Racing","Dangerous.Operation.Causing.Bodily.Harm.While.Street.Racing","Dangerous.Operation.of.Motor.Vehicle.While.Street.Racing","Total.Federal.Statute.Violations","Posession..Cannabis","Possession..Cocaine","Total..Possession..Other.Controlled.Drugs.and.Substances.Act.Drugs","Total.Cannabis..Trafficking..Production.or.Distribution","Total.Cocaine..Trafficking..Production.or.Distribution","Total.Other.Controlled.Drugs.and.Substances.Act.Drugs..Trafficking..Production.or.Distribution","Youth.Criminal.Justice.Act","Total.Other.Federal.Statutes","Bankruptcy.Act","Income.Tax.Act","Canada.Shipping.Act","Canada.Health.Act","Customs.Act","Competition.Act","Excise.Act","Immigration...Refugee.Protection.Act","Firearms.Act","National.Defense.Act","Other.Federal.Statutes"
"2019","Quebec","Province","","tot_youth_charged","4333","4","2","2","0","1","12","0","12","376","399","64","10","572","1207","132","10","21","353","31","0","51","192","811","24","90","1660","307","102","105","5","89","13","6","5","2","565","174","89","302","185","7","28","288","52","1262","7","54","49","0","13","0","7","1000","465","0","1","483","46","118","9","54","4","9","1","1","136","75","0","1","48","23","0","0","0","0","61","0","6","15","0","0","12","27","1","0","0","0","0","0","841","48","32","164","9","18","81","287","46","0","0","2","0","0","0","2","1","0","0","41"
"2019","Ontario","Province","","actual_incidents","137191","246","121","100","25","27","345","31","211","10822","2269","298","1125","15904","53859","3319","965","1208","8936","1108","74","1095","9145","19957","4330","1879","387568","44974","4639","23992","1203","53243","6116","4666","1203","247","190877","88018","53243","49616","55842","710","5880","53082","1251","89721","374","4550","3743","233","1737","24","5889","69731","35232","1015","14435","16973","1892","6727","1538","1171","793","506","245","47","28153","15182","5","41","11425","824","0","0","0","0","12971","39","151","2424","0","0","1097","6915","2345","0","0","0","0","0","17754","6","2082","4790","4","1985","2503","648","2715","4","2","1337","0","28","0","54","281","67","0","942"
"2019","Ontario","Province","","total_cleared","87640","171","63","85","23","24","283","24","156","5496","1727","138","972","12383","36293","3259","822","477","4114","996","40","287","5696","11300","1611","1285","81364","9274","4057","3810","68","1972","860","662","68","130","40855","11766","1972","27117","10626","133","365","10922","267","76726","374","3388","2800","55","353","5","2640","66063","32774","975","14389","16181","1613","3692","591","1113","254","217","93","18","20971","14925","5","47","11268","753","1","0","0","0","6046","36","148","2333","0","0","447","715","2366","1","0","0","0","0","13773","28","2004","4420","12","1728","1674","593","2254","1","1","1322","0","20","7","28","131","53","0","691"
"2019","Ontario","Province","","tot_persons_charged","58557","179","66","86","27","24","278","24","159","3318","1368","71","1053","10441","24020","2064","549","403","4196","953","26","229","3008","4936","366","822","46611","6486","3618","2190","51","593","605","463","51","91","19542","5360","593","13589","7915","100","239","5505","210","64948","290","2855","2282","8","186","2","328","58487","29521","434","12470","14745","1202","2694","314","917","105","99","51","15","20396","14696","5","43","11079","727","1","0","0","0","5700","35","157","2243","0","0","433","531","2300","1","0","0","0","0","14503","2","2012","4040","3","2656","2307","520","1742","1","1","1088","0","6","7","30","41","28","0","540"
"2019","Ontario","Province","","tot_adults_charged","52785","169","59","83","27","22","256","21","142","2937","1173","70","949","9494","22263","1915","508","341","2833","912","26","188","2934","4470","355","750","43916","6095","3256","1907","50","540","582","448","50","84","18631","5063","540","13028","7731","98","238","5016","169","62559","283","2563","2002","8","177","2","307","56524","28020","428","12201","14607","1175","2607","309","881","94","95","48","15","20169","14626","5","42","11032","716","1","0","0","0","5543","33","141","2147","0","0","410","516","2295","1","0","0","0","0","13872","2","1954","3976","3","2578","2250","254","1703","1","1","1075","0","6","7","30","41","27","0","515"
"2019","Ontario","Province","","tot_youth_charged","5772","10","7","3","0","2","22","3","17","381","195","1","104","947","1757","149","41","62","1363","41","0","41","74","466","11","72","2695","391","362","283","1","53","23","15","1","7","911","297","53","561","184","2","1","489","41","2389","7","292","280","0","9","0","21","1963","1501","6","269","138","27","87","5","36","11","4","3","0","227","70","0","1","47","11","0","0","0","0","157","2","16","96","0","0","23","15","5","0","0","0","0","0","631","0","58","64","0","78","57","266","39","0","0","13","0","0","0","0","0","1","0","25"
"2019","Manitoba","Province","","actual_incidents","30048","72","11","49","12","3","26","7","30","1664","624","85","561","5596","12048","905","36","283","2688","168","19","61","257","3905","643","300","84881","11058","1321","5546","107","10414","540","398","107","35","29779","9933","10414","9432","5717","164","346","29720","681","25464","17","1790","1488","2","169","1","10132","11836","7662","349","255","2469","1095","1290","111","217","50","278","105","9","5036","4239","4","31","3707","175","1","0","0","0","797","10","17","246","0","0","127","49","348","0","0","0","0","0","3091","7","175","418","5","720","669","424","531","1","0","58","0","116","0","8","10","51","0","287"
"2019","Manitoba","Province","","total_cleared","19950","60","5","44","11","4","23","6","24","749","430","28","439","3736","8959","890","29","173","965","149","11","20","140","2582","231","196","18110","1543","1201","759","3","97","87","70","3","14","6029","1414","97","4518","999","112","158","7127","80","18631","17","1419","1140","1","44","0","5619","10728","7053","144","263","2380","883","760","49","204","9","156","24","4","2648","2046","5","27","1754","62","1","0","0","0","602","4","18","154","0","0","84","18","324","0","0","0","0","0","1753","13","101","325","6","284","275","375","310","1","0","82","0","102","0","2","6","6","0","111"
"2019","Manitoba","Province","","tot_persons_charged","12129","40","8","26","6","3","19","7","16","472","339","13","467","2693","5153","547","18","161","877","138","5","16","53","863","15","113","6351","1072","1104","324","3","38","58","48","3","7","2259","528","38","1693","647","64","170","581","62","10770","12","1246","944","0","14","0","79","8974","6104","48","177","1979","661","431","19","141","7","13","12","3","2602","1994","5","25","1705","61","1","0","0","0","608","4","19","154","0","0","87","11","333","0","0","0","0","0","1665","4","90","280","3","461","357","332","84","1","0","2","0","0","0","2","3","2","0","74"
"2019","Manitoba","Province","","tot_adults_charged","10866","38","8","25","5","3","16","7","12","419","272","13","415","2393","4792","471","15","138","699","132","5","15","51","758","15","92","5702","905","1009","273","3","32","56","46","3","7","2071","476","32","1563","634","63","159","488","34","10021","12","1100","819","0","14","0","73","8413","5611","48","167","1929","653","396","17","130","1","13","12","3","2553","1969","5","23","1687","57","1","0","0","0","584","4","13","143","0","0","80","11","333","0","0","0","0","0","1374","2","86","277","3","437","348","94","81","1","0","2","0","0","0","2","3","2","0","71"
"2019","Manitoba","Province","","tot_youth_charged","1263","2","0","1","1","0","3","0","4","53","67","0","52","300","361","76","3","23","178","6","0","1","2","105","0","21","649","167","95","51","0","6","2","2","0","0","188","52","6","130","13","1","11","93","28","749","0","146","125","0","0","0","6","561","493","0","10","50","8","35","2","11","6","0","0","0","49","25","0","2","18","4","0","0","0","0","24","0","6","11","0","0","7","0","0","0","0","0","0","0","291","2","4","3","0","24","9","238","3","0","0","0","0","0","0","0","0","0","0","3"
"2019","Saskatchewan","Province","","actual_incidents","26415","55","18","32","5","3","69","15","14","1432","511","43","445","4193","11180","747","98","414","1110","182","20","60","616","3667","1146","341","76063","10005","1728","5284","123","7145","682","538","123","21","22964","11332","7145","4487","5861","127","680","27959","710","35565","84","1758","1415","20","58","9","6818","24579","12313","317","6823","4745","314","2132","110","582","134","352","119","10","8956","6328","6","43","5425","313","0","0","0","0","2628","4","33","647","0","0","787","641","516","0","0","0","0","0","3566","0","188","882","0","537","603","825","370","0","0","9","1","24","0","14","16","40","0","266"
"2019","Saskatchewan","Province","","total_cleared","15789","44","11","28","5","2","50","12","10","589","305","9","337","2807","7269","724","64","203","511","146","6","15","225","1966","244","185","16472","1702","1057","892","4","162","92","73","4","15","4141","1699","162","2280","1210","35","241","6962","94","28553","84","1388","1136","2","11","8","2622","23087","11307","271","6796","4444","208","1322","44","542","31","127","28","6","4226","2954","4","36","2510","97","0","0","0","0","1272","6","24","336","0","0","307","116","483","0","0","0","0","0","2261","1","134","718","0","185","206","800","151","0","1","5","0","10","0","10","7","9","0","109"
"2019","Saskatchewan","Province","","tot_persons_charged","10606","40","16","21","3","2","58","11","10","418","253","5","354","2246","4520","535","49","167","636","123","3","11","97","858","24","121","7953","1501","997","508","5","94","70","57","5","8","2370","879","94","1397","1003","33","230","1123","69","23571","74","1400","1127","3","7","8","189","20885","9949","259","6529","3982","93","989","24","447","10","15","7","7","4120","2879","3","35","2445","89","0","0","0","0","1241","5","22","316","0","0","328","100","470","0","0","0","0","0","2249","0","134","669","1","305","339","688","47","0","0","0","0","1","0","5","1","0","0","40"
"2019","Saskatchewan","Province","","tot_adults_charged","9484","39","16","20","3","2","51","11","10","328","213","5","312","1984","4183","484","45","136","500","114","3","7","90","772","21","112","7069","1239","891","409","5","76","68","55","5","8","2215","819","76","1320","985","33","223","918","42","21823","74","1211","954","3","7","8","180","19405","9041","217","6107","3920","89","919","23","417","6","10","7","4","4023","2838","3","33","2409","86","0","0","0","0","1185","4","22","288","0","0","311","92","468","0","0","0","0","0","1691","0","128","652","1","296","324","187","44","0","0","0","0","1","0","5","1","0","0","37"
"2019","Saskatchewan","Province","","tot_youth_charged","1122","1","0","1","0","0","7","0","0","90","40","0","42","262","337","51","4","31","136","9","0","4","7","86","3","9","884","262","106","99","0","18","2","2","0","0","155","60","18","77","18","0","7","205","27","1748","0","189","173","0","0","0","9","1480","908","42","422","62","4","70","1","30","4","5","0","3","97","41","0","2","36","3","0","0","0","0","56","1","0","28","0","0","17","8","2","0","0","0","0","0","558","0","6","17","0","9","15","501","3","0","0","0","0","0","0","0","0","0","0","3"
"2019","Alberta","Province","","actual_incidents","63313","100","41","51","8","2","53","26","75","3832","1306","123","824","9338","24676","1534","249","556","3621","525","66","430","2209","9126","3843","673","256216","33102","9257","23535","1017","43061","4564","3410","1017","137","104126","30689","43061","30376","23375","867","2580","52919","1223","85709","196","3296","2683","18","143","10","17913","58551","39420","758","13286","2916","2146","5213","533","1364","470","711","524","46","19879","14228","12","37","11726","917","0","0","0","0","5651","19","66","1372","0","0","2045","338","1811","0","0","0","0","0","10334","0","681","4165","1","1259","2015","276","1579","3","2","10","0","32","0","5","30","371","1","1125"
"2019","Alberta","Province","","total_cleared","34748","52","17","28","7","5","49","14","42","1450","736","29","670","6017","15143","1491","188","297","1430","435","31","82","978","4249","869","363","45616","3791","4430","2085","14","639","289","228","14","47","13558","3021","639","9898","5285","338","729","14605","160","69250","196","2649","2139","9","50","3","7466","55917","38132","575","13267","2630","1288","2883","158","1317","81","240","62","4","11346","7644","15","39","6149","312","1","0","0","0","3702","17","61","994","0","1","719","132","1777","0","0","1","0","0","6490","7","455","3254","0","696","970","244","715","6","1","4","0","11","0","0","8","33","1","651"
"2019","Alberta","Province","","tot_persons_charged","23267","62","24","30","8","5","54","9","38","982","581","15","704","4919","9363","1054","140","263","1587","404","20","64","605","1844","146","275","25499","3491","3894","988","10","228","221","172","10","39","8453","1472","228","6753","4269","296","723","2681","115","54228","192","2412","1813","5","24","1","276","49092","33733","517","11725","2255","841","2187","92","1034","30","58","23","0","10918","7277","13","38","5872","256","0","0","0","0","3641","19","61","997","0","1","668","114","1780","0","0","1","0","0","6604","2","446","3066","0","946","1302","193","522","3","1","0","0","0","0","0","0","1","0","517"
"2019","Alberta","Province","","tot_adults_charged","21171","58","24","27","7","5","53","9","36","846","474","13","657","4454","8730","984","136","234","1205","388","19","56","582","1692","144","262","24089","3283","3667","881","10","212","211","168","10","33","7975","1356","212","6407","4204","290","710","2411","99","52505","189","2201","1626","5","22","1","272","47657","32630","514","11479","2199","814","2122","91","1002","30","52","22","0","10767","7215","13","38","5820","250","0","0","0","0","3552","19","56","962","0","1","639","110","1764","0","0","1","0","0","6371","1","438","3015","0","933","1282","79","514","3","1","0","0","0","0","0","0","1","0","509"
"2019","Alberta","Province","","tot_youth_charged","2096","4","0","3","1","0","1","0","2","136","107","2","47","465","633","70","4","29","382","16","1","8","23","152","2","13","1410","208","227","107","0","16","10","4","0","6","478","116","16","346","65","6","13","270","16","1723","3","211","187","0","2","0","4","1435","1103","3","246","56","27","65","1","32","0","6","1","0","151","62","0","0","52","6","0","0","0","0","89","0","5","35","0","0","29","4","16","0","0","0","0","0","233","1","8","51","0","13","20","114","8","0","0","0","0","0","0","0","0","0","0","8"
"2019","British Columbia","Province","","actual_incidents","79826","90","47","34","9","18","100","11","54","4078","1410","184","331","8898","29362","1536","309","363","2856","387","64","1021","2300","16685","8982","761","270330","28759","5252","13352","1188","61882","5346","4049","1188","109","133213","42379","61882","28952","22816","538","3851","55610","1549","91700","154","4312","3820","8","492","40","51851","23573","12353","106","2837","6971","1271","8560","1441","1788","1118","1565","578","40","22709","18071","7","47","13870","1616","0","0","0","0","4638","15","46","541","0","0","1140","2122","774","0","0","0","0","0","24644","0","1926","8370","197","1555","4045","635","4308","2","2","1969","4","50","0","9","156","347","0","1769"
"2019","British Columbia","Province","","total_cleared","35072","41","19","17","5","7","57","10","61","1614","648","43","249","4846","16340","1485","109","157","1109","296","21","124","904","5465","1149","312","35261","3120","2087","996","23","638","286","220","23","43","15068","2966","638","11464","2535","172","457","10373","153","39842","154","2563","2290","3","77","5","14085","19333","9767","87","2824","5841","781","3524","366","1620","179","329","81","2","12720","10621","5","44","8744","525","6","0","0","0","2099","12","44","343","0","1","450","544","705","0","0","0","0","0","12174","30","947","4406","9","509","1201","576","3901","0","2","1739","1","21","0","7","58","74","0","1999"
"2019","British Columbia","Province","","tot_persons_charged","20627","34","13","17","4","7","48","10","37","1233","488","26","261","3641","9244","879","55","118","1079","279","15","88","464","2286","127","186","15846","2608","1560","440","21","332","243","181","21","41","7041","1123","332","5586","1617","131","349","1763","78","18256","123","1255","1043","4","54","4","817","14111","8218","71","448","5097","251","1833","166","766","22","51","51","2","5134","3229","5","42","2460","374","5","0","0","0","1905","13","43","311","0","1","404","446","687","0","0","0","0","0","4975","3","342","1658","12","448","929","456","924","0","2","120","0","3","0","3","10","39","0","747"
"2019","British Columbia","Province","","tot_adults_charged","19329","31","13","14","4","7","47","10","34","1084","417","25","239","3362","8838","835","55","111","929","272","15","85","450","2177","125","162","15330","2510","1530","408","21","327","243","181","21","41","6900","1086","327","5487","1594","131","340","1587","71","17678","123","1185","975","4","53","3","787","13692","7822","71","446","5086","244","1786","162","745","21","41","51","2","5085","3211","5","42","2444","373","5","0","0","0","1874","12","41","303","0","1","398","434","685","0","0","0","0","0","4719","3","341","1642","12","443","912","294","909","0","2","118","0","3","0","3","10","39","0","734"
"2019","British Columbia","Province","","tot_youth_charged","1298","3","0","3","0","0","1","0","3","149","71","1","22","279","406","44","0","7","150","7","0","3","14","109","2","24","516","98","30","32","0","5","0","0","0","0","141","37","5","99","23","0","9","176","7","578","0","70","68","0","1","1","30","419","396","0","2","11","7","47","4","21","1","10","0","0","49","18","0","0","16","1","0","0","0","0","31","1","2","8","0","0","6","12","2","0","0","0","0","0","256","0","1","16","0","5","17","162","15","0","0","2","0","0","0","0","0","0","0","13"
"2019","Yukon","Province","","actual_incidents","2088","1","1","0","0","0","1","1","2","126","26","6","12","216","1031","20","1","8","22","6","0","4","66","401","121","17","4560","261","40","142","3","197","42","37","3","2","1141","698","197","246","251","7","5","2648","22","3072","4","40","34","0","10","0","1919","924","661","10","30","148","75","168","20","20","8","39","9","0","929","845","2","0","779","37","0","0","0","0","84","0","0","19","0","0","28","8","29","0","0","0","0","0","290","0","36","9","0","165","23","10","37","0","0","0","0","1","0","0","0","21","0","15"
"2019","Yukon","Province","","total_cleared","1175","0","0","0","0","0","1","0","0","62","18","0","9","167","613","20","0","5","9","4","0","1","13","212","32","9","1641","60","16","31","0","4","7","6","0","1","238","121","4","113","67","0","2","1219","0","1808","4","24","17","0","0","0","922","760","551","4","30","120","55","95","6","21","1","19","1","0","247","201","1","0","177","4","0","0","0","0","46","0","0","11","0","0","9","3","23","0","0","0","0","0","56","2","13","5","0","20","2","9","3","0","0","0","0","0","0","0","0","0","0","3"
"2019","Yukon","Province","","tot_persons_charged","528","0","0","0","0","0","2","0","0","45","16","0","8","107","260","12","0","1","8","4","0","0","3","55","1","6","198","35","10","6","0","2","4","4","0","0","80","27","2","51","34","0","2","26","0","478","2","11","9","0","0","0","1","452","356","2","28","56","10","11","0","7","0","1","1","0","225","177","1","0","157","1","0","0","0","0","48","0","0","13","0","0","11","2","22","0","0","0","0","0","43","0","11","2","0","23","2","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Yukon","Province","","tot_adults_charged","502","0","0","0","0","0","2","0","0","44","14","0","8","99","251","8","0","1","8","4","0","0","3","53","1","6","188","34","8","6","0","1","4","4","0","0","76","26","1","49","31","0","2","26","0","461","2","11","9","0","0","0","1","435","341","2","26","56","10","11","0","7","0","1","1","0","222","175","1","0","155","1","0","0","0","0","47","0","0","12","0","0","11","2","22","0","0","0","0","0","38","0","11","2","0","22","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Yukon","Province","","tot_youth_charged","26","0","0","0","0","0","0","0","0","1","2","0","0","8","9","4","0","0","0","0","0","0","0","2","0","0","10","1","2","0","0","1","0","0","0","0","4","1","1","2","3","0","0","0","0","17","0","0","0","0","0","0","0","17","15","0","2","0","0","0","0","0","0","0","0","0","3","2","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Northwest Territories","Province","","actual_incidents","4961","2","0","2","0","0","1","2","1","254","60","3","42","502","2797","75","0","17","34","27","1","6","105","784","201","45","11292","469","27","179","1","100","26","17","1","8","1041","816","100","125","211","2","8","9295","30","6714","1","74","57","1","3","0","4392","1882","1093","7","169","474","136","354","17","39","5","97","14","4","1474","1407","1","2","1290","40","0","0","0","0","67","0","1","25","0","0","10","5","26","0","0","0","0","0","474","0","68","17","0","200","31","19","110","0","0","0","0","0","0","0","0","19","0","91"
"2019","Northwest Territories","Province","","total_cleared","2976","2","0","2","0","0","1","2","1","124","41","0","37","363","1732","74","0","4","21","23","1","2","36","428","66","18","5520","130","15","68","0","3","12","4","0","8","266","195","3","68","62","0","4","4961","2","4152","1","40","28","1","0","0","2385","1479","825","6","170","387","88","245","7","40","3","30","4","0","343","297","0","0","270","7","0","0","0","0","46","0","1","15","0","0","8","1","21","0","0","0","0","0","124","0","8","4","1","21","4","18","59","0","0","0","0","0","0","0","0","1","0","58"
"2019","Northwest Territories","Province","","tot_persons_charged","1382","2","0","2","0","0","1","1","1","88","32","0","30","259","746","45","0","3","22","18","0","1","11","109","5","8","277","62","9","12","0","0","3","2","0","1","69","43","0","26","24","0","4","93","1","988","0","13","8","0","0","0","5","927","486","6","161","262","11","41","2","11","0","2","1","0","297","256","0","0","235","3","0","0","0","0","41","0","0","13","0","0","7","0","21","0","0","0","0","0","53","0","4","2","0","23","1","16","3","0","0","0","0","0","0","0","0","0","0","3"
"2019","Northwest Territories","Province","","tot_adults_charged","1310","2","0","2","0","0","1","0","1","78","26","0","27","248","718","38","0","3","19","18","0","1","11","106","5","8","253","52","6","8","0","0","3","2","0","1","69","43","0","26","24","0","4","86","1","961","0","12","7","0","0","0","5","902","477","6","150","257","11","40","2","10","0","2","1","0","292","252","0","0","232","2","0","0","0","0","40","0","0","12","0","0","7","0","21","0","0","0","0","0","36","0","3","2","0","21","1","4","3","0","0","0","0","0","0","0","0","0","0","3"
"2019","Northwest Territories","Province","","tot_youth_charged","72","0","0","0","0","0","0","1","0","10","6","0","3","11","28","7","0","0","3","0","0","0","0","3","0","0","24","10","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","27","0","1","1","0","0","0","0","25","9","0","11","5","0","1","0","1","0","0","0","0","5","4","0","0","3","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","17","0","1","0","0","2","0","12","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Nunavut","Province","","actual_incidents","4215","7","1","6","0","0","6","2","0","200","95","1","74","528","2203","141","9","34","16","34","1","4","52","643","130","34","7921","437","13","108","0","5","6","6","0","0","311","241","5","65","69","2","4","6915","56","5863","1","69","52","0","2","1","4328","1265","789","5","23","357","89","195","13","49","3","67","17","2","751","690","0","4","629","10","0","0","0","0","61","0","5","39","0","0","5","5","7","0","0","0","0","0","59","0","4","5","0","8","4","4","18","0","0","0","0","0","0","1","0","3","0","14"
"2019","Nunavut","Province","","total_cleared","3088","7","1","6","0","0","5","2","0","116","61","1","69","462","1628","138","9","28","12","32","0","1","19","411","60","24","4734","169","10","38","0","2","3","3","0","0","143","90","2","51","17","1","0","4335","18","3757","1","52","39","0","0","0","2567","1027","649","5","22","288","61","110","6","46","1","27","7","0","180","141","0","3","127","0","0","0","0","0","39","0","5","25","0","0","3","1","5","0","0","0","0","0","30","0","0","4","0","1","3","4","9","0","0","0","0","0","0","0","0","1","0","8"
"2019","Nunavut","Province","","tot_persons_charged","1563","8","1","7","0","0","4","2","0","89","47","0","67","318","739","82","5","16","12","30","0","1","8","117","0","16","297","115","6","9","0","1","1","1","0","0","34","17","1","16","9","0","0","120","3","674","0","23","15","0","0","0","2","628","434","0","15","162","16","21","0","12","0","0","1","0","136","102","0","3","90","0","0","0","0","0","34","0","4","23","0","0","2","0","5","0","0","0","0","0","9","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Nunavut","Province","","tot_adults_charged","1479","7","1","6","0","0","4","2","0","74","38","0","66","308","709","77","4","15","12","29","0","1","8","109","0","14","234","79","4","7","0","1","1","1","0","0","25","13","1","11","8","0","0","108","2","660","0","22","14","0","0","0","2","615","424","0","15","159","16","21","0","12","0","0","1","0","132","100","0","2","89","0","0","0","0","0","32","0","3","22","0","0","2","0","5","0","0","0","0","0","9","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Nunavut","Province","","tot_youth_charged","84","1","0","1","0","0","0","0","0","15","9","0","1","10","30","5","1","1","0","1","0","0","0","8","0","2","63","36","2","2","0","0","0","0","0","0","9","4","0","5","1","0","0","12","1","14","0","1","1","0","0","0","0","13","10","0","0","3","0","0","0","0","0","0","0","0","4","2","0","1","1","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Labrador District, RCMP","Police Region","","actual_incidents","1378","0","0","0","0","0","2","0","0","63","28","8","11","202","711","59","1","6","8","13","0","2","7","225","21","16","2044","184","10","35","1","21","3","2","1","0","203","155","21","27","58","58","3","1639","11","678","0","14","11","0","3","0","1018","511","442","4","9","36","20","137","5","15","2","43","7","0","405","371","0","0","337","16","0","0","0","0","34","0","0","13","0","0","3","4","14","0","0","0","0","0","227","0","21","1","1","1","1","6","111","0","0","0","0","0","0","0","0","0","0","111"
"2019","Labrador District, RCMP","Police Region","","tot_adults_charged","444","0","0","0","0","0","2","0","2","28","7","1","11","97","208","28","0","4","7","7","0","1","0","35","1","6","78","26","6","3","0","1","1","1","0","0","17","7","1","9","4","4","0","18","3","328","0","5","3","0","2","0","2","304","280","4","2","12","6","15","0","7","0","0","0","0","87","69","0","0","61","1","0","0","0","0","18","0","0","7","0","0","1","1","9","0","0","0","0","0","10","0","1","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","1"
"2019","Labrador District, RCMP","Police Region","","tot_persons_charged","474","0","0","0","0","0","2","0","2","31","11","2","11","101","221","30","0","4","7","8","0","1","0","38","1","6","94","31","6","3","0","1","1","1","0","0","17","7","1","9","5","5","0","25","6","334","0","5","3","0","2","0","2","308","282","4","3","13","6","17","0","8","0","0","0","0","89","70","0","0","62","1","0","0","0","0","19","0","1","7","0","0","1","1","9","0","0","0","0","0","12","0","1","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","1"
"2019","Labrador District, RCMP","Police Region","","tot_youth_charged","30","0","0","0","0","0","0","0","0","3","4","1","0","4","13","2","0","0","0","1","0","0","0","3","0","0","16","5","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","7","3","6","0","0","0","0","0","0","0","4","2","0","1","1","0","2","0","1","0","0","0","0","2","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Labrador District, RCMP","Police Region","","total_cleared","724","0","0","0","0","0","2","0","1","36","12","2","10","127","330","56","1","5","6","9","0","1","2","105","9","12","960","58","8","5","0","4","1","1","0","0","46","25","4","17","9","9","0","829","4","989","0","10","6","0","4","0","519","373","327","4","9","21","12","85","1","15","0","8","1","0","89","71","0","0","63","1","0","0","0","0","18","0","1","6","0","0","1","1","9","0","0","0","0","0","68","1","3","0","0","0","0","5","56","0","0","0","0","0","0","0","0","0","0","56"
